sentence1	sentence2	gold_label
A man and a woman are standing near a grill, and the man is torching meat with a small blowtorch.	A man and woman are grilling in the rain.	contradiction
Two motorcyclist racing on an inclined track.	Two people on bikes are driving on a track.	entailment
Two youthful street performers play guitar and bongos on the street.	Two people play guitar.	entailment
The wood used for the seat portion of the bench is comprised of different colored slats.	There is a wooden bench in the park.	neutral
A man in a orange jacket is falling into a snowy hillside.	A man is sitting by a warm fire.	contradiction
A person in a wetsuit is in midair while surfing.	A person is doing a trick in the ocean.	neutral
A large group of people walking on a white floor, which makes the people really stand out.	the people are very noticeable	entailment
Three football players are tackling a red uniformed football player during a football game.	Four kids are playing basketball.	contradiction
A man and a woman wear funny masks and pretend to smoke large, fake cigars.	A couple is at a Halloween party.	neutral
Three people in combat gear going through an obstacle course.	Three people are eatting at mcdonalds.	contradiction
A vibrant tracker hikes through a scenic trail.	The vibrant tracker knows the trail well.	neutral
A brunette woman brushes her teeth alone.	A woman is brushing her teeth in the bedroom.	neutral
Bikers riding their motorcycles in a motorcycle lane amid a bustling city.	bikers riding in the city	entailment
A man in a blue checked shirt is walking on the street with his hand in his pocket, and passing an orange cone.	a man is walking	entailment
A person wearing a hat and carrying a knapsack walks uphill on a sand dune under a dark, cloudy sky and leaves the only visible footprints behind.	A person wearing a headband and carrying a purse walks downhill on a sand dune under a bright, sunny sky and leaves no footprints.	contradiction
A man is using a jackhammer to work on a sidewalk.	There is a man working with a jackhammer.	entailment
A man with black gloves sits on someone's shoulders to take a picture.	The man is short.	neutral
Two young school kids run to finish their race.	Young school kids runs to finish their race.	entailment
Extreme BMX rider completing a jump.	A bike rider has biking gloves.	neutral
A man in a white shirt at a stand surrounded by beverages and lots of lemons.	The man is selling food.	contradiction
A young woman midair gets ready for an intense tennis match, her partner walks behind her.	A woman and her partner prepare to play tennis.	entailment
A little girl is playing outside in the cold on ice.	A small girl is playing hockey outside.	neutral
A girl jumping into a swimming pool	A girl is taking a swim outside.	entailment
Six mature Asian men Smiling to the camera in their seats.	Several adult Asian men are smiling to the camera from their seats.	entailment
Two female performers are dressed in eccentric clothing, one wearing red and looks un-amused and one wearing blue that looks extremely happy.	Two female performers are dressed in eccentric clothing, one wearing red and looks un-amused and one wearing blue that looks extremely happy.	entailment
A woman with sunglasses is laying down on grass, reading a book.	A woman prepares for cooking in the kitchen	contradiction
A busy airport with many men and women.	An airport is void of people	contradiction
A man wearing with long hair is sewing a costume.	A man is working.	entailment
The man wearing blue jeans is fishing.	The man is on a boat fishing for sharks.	neutral
A man wearing blue repairs the clay tiles on a roof using a yellow cement.	A man used yellow cement to repair the house from sun.	neutral
Two kids playing with a dog.	The children have never played with a dog before.	contradiction
The lady is singing at the door with two people in the background acting.	The lady is competing in a singing competition while the others are acting	neutral
A Beautiful young lady dancing on a loop	The woman is dancing for her boyfriend.	neutral
A man in a tank top looks at a woman near a water sculpture.	A man looks at a woman.	entailment
A musician performing during the world event concert held in a local church in the city of angels.	The musician is rehearsing for his upcoming concert.	contradiction
A group of construction workers dressed in orange safety vest sit on the ground assembling a railroad track.	Construction workers are working on a track.	entailment
Two children play doctor with their baby sibling.	The children have been playing for one hour.	neutral
Girls with a blue bucket is playing and splashing in the ocean water.	A girl is playing at the beach for the first time.	neutral
